15000,12.498210416725973
14999,12.497793802756835
14998,12.497377174905928
14997,12.49696053315603
14996,12.49654387752438
14995,12.496127207997942
14994,12.495710524569278
14993,12.495293827253061
14992,12.494877116039207
14991,12.494460390928735
14990,12.49404365192126
14989,12.493626899013377
14988,12.493210132198723
14987,12.492793351472187
14986,12.492376556854335
14985,12.49195974832973
14984,12.491542925893102
14983,12.491126089540654
14982,12.490709239277818
14981,12.490292375105843
14980,12.489875497025894
14979,12.48945860502789
14978,12.489041699119976
14977,12.488624779286567
14976,12.488207845533946
14975,12.487790897865995
14974,12.487373936275732
14973,12.48695696075975
14972,12.48653997132425
14971,12.486122967960473
14970,12.485705950668418
14969,12.485288919452197
14968,12.484871874302192
14967,12.484454815218557
14966,12.484037742205329
14965,12.48362065525878
14964,12.483203554371235
14963,12.482786439552772
14962,12.4823693107899
14961,12.481952168093313
14960,12.481535011456034
14959,12.481117840869379
14958,12.480700656346443
14957,12.48028345787862
14956,12.47986624546195
14955,12.479449019095043
14954,12.479031778777886
14953,12.478614524508464
14952,12.478197256281348
14951,12.47777997409878
14950,12.477362677969435
14949,12.476945367883776
14948,12.476528043832186
14947,12.476110705830857
14946,12.47569335386901
14945,12.475275987943075
14944,12.474858608056147
14943,12.474441214195508
14942,12.474023806375333
14941,12.473606384589878
14940,12.473188948827053
14939,12.472771499096298
14938,12.472354035387692
14937,12.471936557714006
14936,12.471519066059972
14935,12.47110156044169
14934,12.47068404084854
14933,12.470266507262389
14932,12.469848959702666
14931,12.469431398156816
14930,12.469013822620797
14929,12.46859623311923
14928,12.468178629621898
14927,12.467761012138316
14926,12.467343380669867
14925,12.466925735214058
14924,12.466508075753534
14923,12.466090402302841
14922,12.46567271483804
14921,12.465255013405882
14920,12.4648372979695
14919,12.464419568543125
14918,12.464001825110564
14917,12.463584067681865
14916,12.463166296234258
14915,12.46274851080426
14914,12.462330711348434
14913,12.461912897892462
14912,12.461495070429132
14911,12.461077228947978
14910,12.460659373465079
14909,12.460241503955118
14908,12.459823620434555
14907,12.459405722898504
14906,12.458987811347177
14905,12.458569885775525
14904,12.458151946210766
14903,12.457733992591292
14902,12.457316024974343
14901,12.456898043321443
14900,12.456480047639383
14899,12.456062037929385
14898,12.45564401419769
14897,12.455225976434301
14896,12.454807924626977
14895,12.454389858800448
14894,12.453971778933502
14893,12.45355368504058
14892,12.453135577104566
14891,12.452717455133406
14890,12.45229931912499
